"","variable","question","labels"
"180","skala3b_r38","Przeszkadza mi, gdy osoba: - śmieje się z wszystkich moich żartów.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"181","skala3b_r39","Przeszkadza mi, gdy osoba: - zachowuje się tak, jakbyśmy byli przyjaciółmi, choć się nie znamy.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"182","skala3b_r40","Przeszkadza mi, gdy osoba: - musi mieć rację.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"183","skala3b_r41","Przeszkadza mi, gdy osoba: - zastrasza mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"184","skala3b_r42","Przeszkadza mi, gdy osoba: - nie troszczy się o moje uczucia.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"185","skala3c_r43","Przeszkadza mi, gdy osoba: - unika mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"186","skala3c_r44","Przeszkadza mi, gdy osoba: - nie chce uczestniczyć.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"187","skala3c_r45","Przeszkadza mi, gdy osoba: - nie potrafi podejmować decyzji.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"188","skala3c_r46","Przeszkadza mi, gdy osoba: - jest zależna ode mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"189","skala3c_r47","Przeszkadza mi, gdy osoba: - jest pobłażliwa dla mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"190","skala3c_r48","Przeszkadza mi, gdy osoba: - przerywa.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"191","skala3c_r49","Przeszkadza mi, gdy osoba: - jest apodyktyczna.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"192","skala3c_r50","Przeszkadza mi, gdy osoba: - oczekuje po mnie najgorszego.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"193","skala3c_r51","Przeszkadza mi, gdy osoba: - nigdy się ze mną nie kontaktuje.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"194","skala3c_r52","Przeszkadza mi, gdy osoba: - jest naprawdę nieśmiała.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"195","skala3c_r53","Przeszkadza mi, gdy osoba: - jest bardzo bierny/a.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"196","skala3c_r54","Przeszkadza mi, gdy osoba: - wierzy we wszystko, co mówię.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"197","skala3c_r55","Przeszkadza mi, gdy osoba: - wierzy, że nie mogę zrobić nic złego.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"198","skala3c_r56","Przeszkadza mi, gdy osoba: - próbuje mi pokazać, jak coś zrobić.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"199","skala3c_r57","Przeszkadza mi, gdy osoba: - zawsze stawia siebie na pierwszym miejscu.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"200","skala3c_r58","Przeszkadza mi, gdy osoba: - jest złośliwy/a.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"201","skala3c_r59","Przeszkadza mi, gdy osoba: - odsuwa się ode mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"202","skala3c_r60","Przeszkadza mi, gdy osoba: - odmawia przewodzić innymi.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"203","skala3c_r61","Przeszkadza mi, gdy osoba: - łatwo ją kontrolować.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"204","skala3c_r62","Przeszkadza mi, gdy osoba: - jest miękka.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"205","skala3c_r63","Przeszkadza mi, gdy osoba: - jest lgnąca.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"206","skala3c_r64","Przeszkadza mi, gdy osoba: - przejmuje kontrolę.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"207","skala3c_r65","Przeszkadza mi, gdy osoba: - wyraża zaniepokojenie wobec mnie.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"208","skala3c_r66","Przeszkadza mi, gdy osoba: - jest przylepny/a.","1:1 W ogóle; nigdy mi to nie przeszkadza, 2:2 Bardzo mało; rzadko mi przeszkadza, 3:3 Mało; okazjonalnie mi to przeszkadza, 4:4 Trochę; przeszkadza mi mniej niż połową czasu, 5:5 Raczej mi to przeszkadza; więcej niż połowę czasu, 6:6 Całkiem; często mi to przeszkadza, 7:7 Bardzo mocno; przeszkadza mi to większość czasu, 8:8 Niezwykle mocno; zawsze mi to przeszkadza"
"209","stan_cywilny","Stan cywilny:","1:Nie mam partnera/partnerki, 2:Związek nieformalny, 3:Małżeństwo, 4:Rozwiedziony lub w separacji, 5:Wdowiec"
"210","status_zwiazku","Status związku romantycznego:","1:Jestem w związku romantycznym, 2:Nie jestem w związku romantycznym, 3:Sytuacja jest skomplikowana"
"211","aktywnosc_zawodowa_r1","Aktywność zawodowa - Uczeń/student","0:nie, 1:tak"
"212","aktywnosc_zawodowa_r2","Aktywność zawodowa - Stała praca","0:nie, 1:tak"
"213","aktywnosc_zawodowa_r3","Aktywność zawodowa - Bezrobocie","0:nie, 1:tak"
"214","aktywnosc_zawodowa_r4","Aktywność zawodowa - Inne:","0:nie, 1:tak"
"215","aktywnosc_zawodowa_r4_input","Aktywność zawodowa - Inne: (jakie?)",NA
"216","zam_partner","Zamieszkiwanie z partnerem/ką:","1:Tak, 2:Nie, 99:uzasadniony brak danych"
"217","dzieci","Czy ma Pan dzieci?","1:Tak, 2:Nie"
"218","psycho1","Czy obecnie stosuje Pan farmakoterapię dla regulowania funkcjonowania psychologicznego?","1:Tak, 2:Nie, 3:Nie chcę powiedzieć"
"219","psycho2","Czy obecnie korzysta Pan z pomocy psychologicznej lub psychoterapii (indywidualnej lub grupowej)?","1:Tak, 2:Nie, 3:Nie chcę powiedzieć, 4:Chcę powiedzieć więcej:"
"220","psycho2_r4_input","Czy obecnie korzysta Pan z pomocy psychologicznej lub psychoterapii (indywidualnej lub grupowej) (chcę powiedzieć więcej)?",NA
"221","psycho3","Czy obecnie cierpi Pan na przewlekłą chorobę somatyczną?","1:Tak, 2:Nie, 3:Nie chcę powiedzieć"
"222","psycho4","Czy w czasie ostatnich dwóch tygodni miało miejsce w Pana życiu jakieś ważne wydarzenie życiowe, które znacząco wpłynęło na codzienne funkcjonowanie Pana lub Pana bliskich?","1:Tak, 2:Nie, 3:Nie chcę powiedzieć"
"223","psycho5","Czy kiedykolwiek korzystałeś z psychoterapii lub pomocy psychologicznej?(indywidualnej lub grupowej)?","1:Tak - wpisz łączny czas trwania psychoterapii, 2:Nie"
"224","psycho5_r1_input","Czy kiedykolwiek korzystałeś z psychoterapii lub pomocy psychologicznej?(indywidualnej lub grupowej) (jak długo?)?",NA
"225","psycho6","Czy kiedykolwiek skierowano Cię na leczenie ambulatoryjne/szpitalne z powodu trudności psychicznych?","1:Tak, 2:Nie"
"226","psycho7","Czy kiedykolwiek przyjmowałeś leki przepisane przez lekarza na problemy ze zdrowiem psychicznym (np. leki przeciwdepresyjne, przeciwlękowe)?","1:Tak, 2:Nie"
"227","psycho8_r1","W czasie ostatnich dwóch tygodni moje ogólne samopoczucie: - uległo znacznemu pogorszeniu uległo znacznemu polepszeniu?","1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7"
"228","psycho9_r1","W czasie ostatnich dwóch tygodni moja ogólna sytuacja związana z pracą zawodową lub szkołą (nauką): - uległa znacznemu pogorszeniu uległa znacznemu polepszeniu?","1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7"
"229","psycho10_r1","W czasie ostatnich dwóch tygodni moja ogólna sytuacja związana z relacjami i z innymi ludźmi: - uległa znacznemu pogorszeniu uległa znacznemu polepszeniu?","1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7"
"230","psycho11","Jeśli chcesz, żeby wycofanie Twoich odpowiedzi było możliwe po zakończonym badaniu, wpisz dowolny kod np. inicjały i trzy ostatnie liczby numeru telefonu:",NA
"231","skala4_r1","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem osobą pełną niepokoju.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"232","skala4_r2","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mam skłonność do impulsywnych zachowań.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"233","skala4_r3","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wolę trzymać się z dala od innych ludzi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"234","skala4_r4","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bywałem tak wściekły, że wdawałem się w bójki.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"235","skala4_r5","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Przeznaczam wiele czasu na organizację i porządkowanie różnych kwestii.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"236","skala4_r6","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy coś mi w życiu nie idzie zgodnie z planem, bardzo mnie to martwi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"237","skala4_r7","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie jestem zbyt odpowiedzialną osobą.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"238","skala4_r8","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie twierdzą, że nie okazuję swoich emocji.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"239","skala4_r9","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Problemy innych ludzi wydają mi się śmieszne.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"240","skala4_r10","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie podejmuję żadnego ryzyka.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"241","skala4_r11","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mój nastrój w ciągu tygodnia często się zmienia.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"242","skala4_r12","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie jestem zbyt zorganizowaną osobą.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"243","skala4_r13","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wśród innych ludzi jestem małomówny.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"244","skala4_r14","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Łatwo mi skłonić innych, aby robili to, co ja chcę.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"245","skala4_r15","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo starannie wszystko rozważam, zanim coś zrobię.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"246","skala4_r16","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy sprawy układają się dla mnie niepomyślnie, denerwuję się bardziej niż inni ludzie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"247","skala4_r17","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Podejmuję lekkomyślne decyzje.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"248","skala4_r18","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Z nikim nie mam bliskich relacji.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"249","skala4_r19","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem nastawiony bardziej rywalizacyjnie niż inni ludzie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"250","skala4_r20","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie uważają mnie za perfekcjonistę.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"251","skala4_r21","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Po jakiejś trudnej sytuacji, długo zajmuje mi powrót do normalności.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"252","skala4_r22","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Czasem porzucam pracę bez powiadomienia moich współpracowników.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
